vibration_1,vibration_2,moisture_1,moisture_2
0.08,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.08,0.06,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.1,0.14,0.0,0.0
0.1,0.14,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.07,0.06,0.0,0.0
0.07,0.06,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.07,0.13,0.0,0.0
0.07,0.13,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.07,0.08,0.0,0.0
0.12,0.09,0.0,0.0
0.12,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.23,0.0,0.0
0.09,0.23,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.05,0.0,0.0
0.08,0.05,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.1,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.07,0.07,0.0,0.0
0.07,0.07,0.0,0.0
0.1,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.12,0.0,0.0
0.07,0.12,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.11,0.33,0.0,0.0
0.11,0.33,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.1,0.11,0.0,0.0
0.1,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.1,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.13,0.45,0.0,0.0
0.13,0.45,0.0,0.0
0.08,0.39,0.0,0.0
0.08,0.39,0.0,0.0
0.08,0.14,0.0,0.0
0.08,0.14,0.0,0.0
0.08,0.15,0.0,0.0
0.08,0.15,0.0,0.0
0.06,0.14,0.0,0.0
0.06,0.14,0.0,0.0
0.09,0.14,0.0,0.0
0.09,0.14,0.0,0.0
0.11,0.18,0.0,0.0
0.11,0.18,0.0,0.0
0.1,0.23,0.0,0.0
0.1,0.23,0.0,0.0
0.12,0.21,0.0,0.0
0.12,0.21,0.0,0.0
0.1,0.28,0.0,0.0
0.1,0.28,0.0,0.0
0.1,0.35,0.0,0.0
0.1,0.35,0.0,0.0
0.14,1.75,0.0,0.0
0.14,1.75,0.0,0.0
0.21,6.42,0.0,0.0
0.21,6.42,0.0,0.0
0.2,6.85,0.0,0.0
0.2,6.85,0.0,0.0
0.2,6.11,0.0,0.0
0.2,6.11,0.0,0.0
0.18,5.33,0.0,0.0
0.18,5.33,0.0,0.0
0.17,5.43,0.0,0.0
0.17,5.43,0.0,0.0
0.12,3.01,0.0,0.0
0.12,3.01,0.0,0.0
0.08,1.09,0.0,0.0
0.08,1.09,0.0,0.0
0.07,0.25,0.0,0.0
0.07,0.25,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.11,0.07,0.0,0.0
0.11,0.07,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.12,0.06,0.0,0.0
0.12,0.06,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.12,0.0,0.0
0.07,0.12,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.07,0.11,0.0,0.0
0.07,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.07,0.14,0.0,0.0
0.07,0.14,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.12,0.1,0.0,0.0
0.12,0.1,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.09,0.07,0.0,0.0
0.09,0.07,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.16,0.0,0.0
0.08,0.16,0.0,0.0
0.09,0.16,0.0,0.0
0.09,0.16,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.06,0.06,0.0,0.0
0.06,0.06,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.06,0.08,0.0,0.0
0.06,0.08,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.07,0.0,0.0
0.07,0.07,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.1,0.11,0.0,0.0
0.1,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.07,0.08,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.1,0.06,0.0,0.0
0.1,0.06,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.12,0.1,0.0,0.0
0.12,0.1,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.11,0.09,0.0,0.0
0.11,0.09,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.1,0.11,0.0,0.0
0.1,0.11,0.0,0.0
0.07,0.07,0.0,0.0
0.07,0.07,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.06,0.08,0.0,0.0
0.06,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.1,0.07,0.0,0.0
0.1,0.07,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.1,0.12,0.0,0.0
0.1,0.12,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.1,0.07,0.0,0.0
0.1,0.07,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.06,0.08,0.0,0.0
0.06,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.07,0.0,0.0
0.09,0.07,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.11,0.07,0.0,0.0
0.11,0.07,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.11,0.08,0.0,0.0
0.11,0.08,0.0,0.0
0.08,0.12,0.0,0.0
0.08,0.12,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.06,0.1,0.0,0.0
0.06,0.1,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.07,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.06,0.0,0.0
0.09,0.06,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.06,0.11,0.0,0.0
0.06,0.11,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.1,0.08,0.0,0.0
0.1,0.1,0.0,0.0
0.1,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.11,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.07,0.07,0.0,0.0
0.07,0.07,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.12,0.0,0.0
0.09,0.12,0.0,0.0
0.07,0.1,0.0,0.0
0.07,0.1,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.07,0.09,0.0,0.0
0.07,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.06,0.09,0.0,0.0
0.06,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.08,0.0,0.0
0.09,0.08,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.11,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.06,0.0,0.0
0.08,0.1,0.0,0.0
0.08,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.09,0.0,0.0
0.09,0.09,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.08,0.08,0.0,0.0
0.1,0.09,0.0,0.0
0.1,0.09,0.0,0.0
0.09,0.1,0.0,0.0
0.09,0.1,0.0,0.0
0.08,0.1,0.0,0.0
